year,longitude,latitude,months,avg temp
2000,43.05,-74.0166666,9,-54.52
2000,77.02,-76.42,11,-42.39
2000,123.3666666,-75.1166666,6,-61.92
2000,106.8666666,-78.45,10,-55.19
2000,145.8666666,-75.5333333,2,-37.44
2000,-60.1666666,-72.2,9,-8.91
2000,-60.1666666,-72.2,2,-9.58
2000,-59.15,-75.8666666,7,-34.52
2000,-59.15,-75.8666666,6,-32.17
2000,-59.15,-75.8666666,5,-33.77
2000,-60.1666666,-72.2,3,-11.7
2000,-60.1666666,-72.2,12,-5.02
2000,-60.1666666,-72.2,4,-18.26
2000,-13.05,-82.7666666,1,-21.21
2000,-60.1666666,-72.2,6,-25.38
2000,-60.1666666,-72.2,7,-27.25
2000,145.8666666,-75.5333333,1,-26.21
2000,-71.4833333,-74.8,12,-11.69
2000,-71.4833333,-74.8,11,-17.65
2000,-59.15,-75.8666666,4,-31.83
2000,-71.4833333,-74.8,10,-23.12
2000,-71.4833333,-74.8,8,
2000,-71.4833333,-74.8,7,
2000,-71.4833333,-74.8,6,-32.06
2000,-71.4833333,-74.8,5,-20.69
2000,-71.4833333,-74.8,4,-19.57
2000,-71.4833333,-74.8,3,-16.26
2000,-71.4833333,-74.8,2,-16.78
2000,-71.4833333,-74.8,1,-13.37
2000,-60.1666666,-72.2,1,-6.07
2000,-13.05,-82.7666666,2,-28.25
2000,-13.05,-82.7666666,12,-17.63
2000,-34.6166666,-77.8666666,4,-19.41
2000,-68.2833333,-71.3166666,12,-2.52
2000,-68.2833333,-71.3166666,11,-7.78
2000,-71.4833333,-74.8,9,-25.92
2000,-68.2833333,-71.3166666,10,-12.11
2000,-59.15,-75.8666666,3,-18.25
2000,-13.3833333,-73.05,10,-14.94
2000,-34.6166666,-77.8666666,5,-18.43
2000,-34.6166666,-77.8666666,6,-16.29
2000,-34.6166666,-77.8666666,7,-23.59
2000,-34.6166666,-77.8666666,8,-22.2
2000,-34.6166666,-77.8666666,9,-18.01
2000,-34.6166666,-77.8666666,10,-12.32
2000,-34.6166666,-77.8666666,11,-6.41
2000,-34.6166666,-77.8666666,12,-3.06
2000,-59.15,-75.8666666,8,-35.51
2000,-34.6166666,-77.8666666,1,-3.82
2000,-34.6166666,-77.8666666,2,-4.73
2000,-59.15,-75.8666666,12,-8.74
2000,-59.15,-75.8666666,11,-13.53
2000,-59.15,-75.8666666,10,-24.36
2000,-59.15,-75.8666666,2,-15.07
2000,-59.15,-75.8666666,9,-32.95
2000,-60.1666666,-72.2,10,-17.62
2000,-60.1666666,-72.2,5,-24.11
2000,-59.15,-75.8666666,1,-8.98
2000,-13.05,-82.7666666,3,-38.62
2000,-13.05,-82.7666666,4,-47.82
2000,-13.05,-82.7666666,5,-51.71
2000,-13.05,-82.7666666,6,-43.36
2000,-13.05,-82.7666666,7,-54.16
2000,-13.05,-82.7666666,8,-52.17
2000,-13.05,-82.7666666,9,-48.7
2000,-13.05,-82.7666666,10,-39.57
2000,-13.05,-82.7666666,11,-26.53
2000,-13.3833333,-73.05,9,-20.07
2000,-60.1666666,-72.2,11,-11.39
2000,-60.1666666,-72.2,8,-28.16
2000,-68.2833333,-71.3166666,9,-12.97
2000,-34.6166666,-77.8666666,3,-11.47
2000,-68.2833333,-71.3166666,7,-13.99
2000,0,-75,1,-25.99
2000,145.8666666,-75.5333333,11,-35.13
2000,145.8666666,-75.5333333,12,-24.08
2000,-13.3833333,-73.05,8,-13.86
2000,-26.2722222,-75.61,2,-8.79
2000,-13.3833333,-73.05,7,-8
2000,-13.3833333,-73.05,6,-6.51
2000,-13.3833333,-73.05,5,-14.94
2000,-13.3833333,-73.05,4,-20.07
2000,-13.3833333,-73.05,3,-13.86
2000,106.8666666,-78.45,9,-69.76
2000,-13.3833333,-73.05,2,-8
2000,-13.3833333,-73.05,1,-6.51
2000,-13.3833333,-73.05,11,-7.66
2000,-26.2722222,-75.61,1,-6.56
2000,0,-75,2,-29.24
2000,-1.0166666,-89,12,-20.58
2000,0,-75,3,-42.64
2000,0,-75,5,-45.52
2000,145.8666666,-75.5333333,3,-49.86
2000,145.8666666,-75.5333333,4,-55.76
2000,145.8666666,-75.5333333,5,-52.47
2000,145.8666666,-75.5333333,6,-49.74
2000,145.8666666,-75.5333333,7,-56.43
2000,145.8666666,-75.5333333,8,-61.68
2000,145.8666666,-75.5333333,9,-56.11
2000,145.8666666,-75.5333333,10,-47.61
2000,0,-75,12,-23.19
2000,0,-75,11,-28.63
2000,0,-75,10,-39.53
2000,0,-75,9,-47.26
2000,0,-75,8,-51.84
2000,0,-75,7,-56.44
2000,0,-75,6,-45.98
2000,0,-75,4,-50.58
2000,-68.2833333,-71.3166666,8,-13.49
2000,-1.0166666,-89,11,-33.02
2000,-1.0166666,-89,9,-59.77
2000,-68.2833333,-71.3166666,6,-17.34
2000,-68.2833333,-71.3166666,5,-9.33
2000,-68.2833333,-71.3166666,4,-9.51
2000,-68.2833333,-71.3166666,3,-5.74
2000,-68.2833333,-71.3166666,2,-3.77
2000,-68.2833333,-71.3166666,1,-1.47
2000,-26.2722222,-75.61,6,-21.56
2000,-1.0166666,-89,10,-48.65
2000,-26.2722222,-75.61,3,-16.79
2000,-26.2722222,-75.61,4,-27.3
2000,-26.2722222,-75.61,5,-26.25
2000,-26.2722222,-75.61,7,-32.84
2000,-26.2722222,-75.61,12,-4.94
2000,-26.2722222,-75.61,9,-28.07
2000,-26.2722222,-75.61,10,-16.12
2000,-26.2722222,-75.61,11,-10.54
2000,-13.3833333,-73.05,12,-4.77
2000,-1.0166666,-89,1,-25
2000,-1.0166666,-89,2,-38.12
2000,-1.0166666,-89,8,-61.38
2000,-1.0166666,-89,3,-50.02
2000,-1.0166666,-89,4,-59.37
2000,-1.0166666,-89,5,-58.19
2000,-1.0166666,-89,7,-59.93
2000,-26.2722222,-75.61,8,-32.97
2000,-1.0166666,-89,6,-56.82
