year,longitude,latitude,months,avg temp
2013,-34.6166666,-77.8666666,10,-16.29
2013,-13.05,-82.7666666,8,
2013,-13.3833333,-73.05,5,-30.22
2013,-13.05,-82.7666666,6,-37.64
2013,-13.05,-82.7666666,5,-47.23
2013,-13.05,-82.7666666,4,-43.02
2013,-13.05,-82.7666666,3,-44.31
2013,-13.05,-82.7666666,2,-29.39
2013,-13.05,-82.7666666,9,-42.23
2013,-13.3833333,-73.05,11,-21.33
2013,-13.3833333,-73.05,12,-30.22
2013,-13.3833333,-73.05,6,-7.66
2013,-13.3833333,-73.05,7,-4.77
2013,-13.3833333,-73.05,8,-4.03
2013,-13.3833333,-73.05,9,-9.35
2013,-13.3833333,-73.05,10,-17.89
2013,-13.3833333,-73.05,3,-17.89
2013,-13.3833333,-73.05,4,-21.33
2013,-1.0166666,-89.0,4,-56.57
2013,-13.05,-82.7666666,10,-43.78
2013,-13.3833333,-73.05,2,-9.35
2013,-34.6166666,-77.8666666,1,-2.06
2013,-60.1666666,-72.2,1,-4.41
2013,-60.1666666,-72.2,3,-12.53
2013,-34.6166666,-77.8666666,11,-6.64
2013,-59.15,-75.8666666,1,-6.09
2013,-59.15,-75.8666666,2,-11.96
2013,-59.15,-75.8666666,3,-19.46
2013,-13.3833333,-73.05,1,-4.03
2013,-59.15,-75.8666666,4,-25.27
2013,-59.15,-75.8666666,6,-28.72
2013,-59.15,-75.8666666,7,-33.7
2013,-59.15,-75.8666666,8,-28.18
2013,-26.2722222,-75.61,11,-8.99
2013,-34.6166666,-77.8666666,12,-2.88
2013,-13.05,-82.7666666,7,-48.54
2013,-13.05,-82.7666666,1,-18.03
2013,-59.15,-75.8666666,5,-37.04
2013,89.6666666,-89.0,12,-23.69
2013,-1.0166666,-89.0,5,-60.05
2013,-1.0166666,-89.0,7,-56.97
2013,77.37,-80.37,2,-47.45
2013,77.37,-80.37,1,-34.21
2013,77.02,-76.42,12,-34.74
2013,77.02,-76.42,11,-41.17
2013,77.02,-76.42,10,-44.13
2013,77.02,-76.42,9,-47.52
2013,77.02,-76.42,8,-48.13
2013,77.02,-76.42,7,-48.36
2013,77.02,-76.42,6,-47.78
2013,77.02,-76.42,5,-46.37
2013,77.02,-76.42,4,-46.03
2013,77.02,-76.42,3,-40.97
2013,77.02,-76.42,2,-34.16
2013,77.02,-76.42,1,-32.14
2013,43.05,-74.0166666,12,-29.94
2013,77.37,-80.37,3,-61.68
2013,77.37,-80.37,4,-64.89
2013,77.37,-80.37,5,-66.64
2013,77.37,-80.37,6,-60.29
2013,89.6666666,-89.0,10,-47.78
2013,89.6666666,-89.0,9,-51.25
2013,89.6666666,-89.0,8,-53.66
2013,89.6666666,-89.0,7,-58.26
2013,89.6666666,-89.0,6,-52.77
2013,89.6666666,-89.0,5,-63.27
2013,89.6666666,-89.0,4,-57.16
2013,43.05,-74.0166666,11,-29.33
2013,89.6666666,-89.0,3,-51.01
2013,89.6666666,-89.0,1,-24.56
2013,77.37,-80.37,12,-30.86
2013,77.37,-80.37,11,-39.72
2013,77.37,-80.37,10,-54.07
2013,77.37,-80.37,9,-58.21
2013,77.37,-80.37,8,-62.19
2013,77.37,-80.37,7,-67.08
2013,89.6666666,-89.0,2,-41.94
2013,43.05,-74.0166666,10,
2013,43.05,-74.0166666,9,-49.32
2013,43.05,-74.0166666,8,-52.46
2013,0.0,-75.0,11,-28.64
2013,0.0,-75.0,10,-43.84
2013,0.0,-75.0,9,-46.49
2013,0.0,-75.0,8,-51.57
2013,0.0,-75.0,7,-53.21
2013,0.0,-75.0,6,-44.19
2013,0.0,-75.0,5,-46.42
2013,0.0,-75.0,12,-23.76
2013,0.0,-75.0,4,-45.89
2013,0.0,-75.0,2,-32.01
2013,0.0,-75.0,1,-22.03
2013,-1.0166666,-89.0,12,-21.95
2013,-1.0166666,-89.0,11,-31.65
2013,-1.0166666,-89.0,10,-47.07
2013,-1.0166666,-89.0,9,-49.17
2013,-1.0166666,-89.0,8,-52.14
2013,0.0,-75.0,3,-44.54
2013,-1.0166666,-89.0,6,-50.44
2013,39.7,-77.3166666,1,-30.2
2013,39.7,-77.3166666,3,-56.31
2013,43.05,-74.0166666,7,-57.16
2013,43.05,-74.0166666,6,-49.21
2013,43.05,-74.0166666,5,-59.46
2013,43.05,-74.0166666,4,-52.3
2013,43.05,-74.0166666,3,-48.62
2013,43.05,-74.0166666,2,-36.65
2013,43.05,-74.0166666,1,-27.64
2013,39.7,-77.3166666,2,-42.08
2013,-71.4833333,-74.8,11,-18.86
2013,39.7,-77.3166666,10,-54.94
2013,39.7,-77.3166666,9,-59.49
2013,39.7,-77.3166666,8,-60.42
2013,39.7,-77.3166666,7,-66.41
2013,39.7,-77.3166666,6,-59.87
2013,39.7,-77.3166666,5,-66.66
